dnum,sales,pool,ev_expost,ev_exante
2020130,405085034,793700272,4.7448,-1.5988
2020131,394370394,791358796,4.7315,-1.6192
2020132,425174496,839661890,5.0456,-1.4342
2020133,370330222,893973468,5.0242,-1.4342
2020134,399565532,704501324,4.5940,-1.6958
2021001,411170524,710439245,4.7873,-1.6021
2021002,374374440,718352017,4.7410,-1.5982
2021003,360514540,753939585,4.9218,-1.4681
2021004,396531778,824817771,4.9072,-1.4349
2021005,359757108,806944718,4.8420,-1.6397
2021006,367900704,822318331,4.7655,-1.5829
2021007,389232822,885330100,5.0362,-1.4342
2021008,358122646,906339544,4.8956,-1.5062
2021009,367324734,952228282,5.2090,-1.4329
2021010,394795416,976145268,4.8502,-1.5441
2021011,358439884,907192691,4.5613,-1.6936
2021012,365486356,862128803,4.6204,-1.6692
2021013,403024326,812490648,4.6249,-1.6747
2021014,365029152,860487095,5.0131,-1.4342
2021015,373264066,874580915,4.8350,-1.5659
2021016,447622614,844483666,4.6657,-1.6533
2021017,442443732,879807720,4.9418,-1.4933
2021018,352299530,924046536,4.9475,-1.4346
2021019,351320330,916231105,4.6597,-1.6414
2021020,385685036,877930510,4.6062,-1.6563
2021021,350734702,834097039,4.6840,-1.6617
2021022,361605820,871216452,5.0093,-1.4342
2021023,397987234,903402709,5.0057,-1.4487
2021024,360465214,936474051,4.9008,-1.4785
2021025,370761350,962516400,4.8233,-1.5253
2021026,415303494,608709487,4.5138,-1.7133
2021027,371997822,515170584,4.5420,-1.6986
2021028,387583114,527018817,4.7833,-1.5796
2021029,413514858,475507497,4.5972,-1.6771
2021030,388490602,502740835,4.8516,-1.5344
2021031,389664660,474102879,4.6281,-1.6638
2021032,421020572,479350693,4.7476,-1.6055
2021033,378842354,502137377,4.8980,-1.5470
2021034,377894218,530109002,4.8506,-1.4996
2021035,382205894,549868285,4.8000,-1.5565
2021036,365524430,545659537,4.7538,-1.6214
2021037,374416372,565649555,4.8664,-1.5554
2021038,401665288,449879238,4.5617,-1.6893
2021039,377513042,469061553,4.8591,-1.5578
2021040,385858982,499321280,4.8053,-1.5111
2021041,415676146,275032108,4.5670,-1.7002
2021042,382918124,180671046,4.5797,-1.6894
2021043,389948810,243085282,5.0643,-1.4340
2021044,418973684,295504539,4.9645,-1.4347
2021045,377279966,326838472,4.9859,-1.5064
2021046,377425810,255412592,4.6965,-1.6753
2021047,367123752,291180168,4.8524,-1.4678
2021048,339198590,346939552,5.1179,-1.4334
2021049,375111072,409954275,5.1565,-1.4333
2021050,403433980,336133387,4.5916,-1.6838
2021051,377624458,335549357,4.6647,-1.6160
2021052,376039676,413602410,4.9292,-1.4348
2021053,398009388,473183576,5.0848,-1.4339
2021054,371689954,526556537,5.1013,-1.4337
2021055,376647950,425721551,4.6155,-1.6861
2021056,410076324,444149990,4.7646,-1.5767
2021057,379559152,478217025,4.8586,-1.4979
2021058,382666074,520502015,5.0476,-1.4400
2021059,407754588,618904511,5.1200,-1.4337
2021060,365484344,644294438,4.8219,-1.5276
2021061,376779952,694648802,4.9846,-1.4344
2021062,405763536,727417696,5.0769,-1.5011
2021063,370142008,647417696,4.5068,-1.7178
2021064,353338262,688856687,4.9891,-1.4343
2021065,362527724,753364365,5.1091,-1.4336
2021066,343529368,738667046,4.7295,-1.6358
2021067,352986918,749337326,4.8974,-1.5770
2021068,381950996,784841657,4.8254,-1.5104
2021069,348547620,805184330,4.8220,-1.5308
2021070,356032100,840734349,4.8668,-1.4927
2021071,384399388,850234438,4.8395,-1.5815
2021072,351515940,906924437,5.0168,-1.4341
2021073,353932932,936827442,4.9891,-1.4603
2021074,382266836,898477373,4.6228,-1.6710
2021075,347517338,950267665,5.1522,-1.4332
2021076,347734992,963078086,4.8152,-1.5485
2021077,377616968,949366069,4.7589,-1.6358
2021078,341551308,965580237,4.7945,-1.5588
2021079,345574370,976221781,4.8367,-1.5865
2021080,376533622,953249373,4.6848,-1.6538
2021081,344437194,997378346,4.9597,-1.4345
2021082,344368726,1007589655,4.7423,-1.5846
2021083,367542044,894543509,4.5282,-1.7079
2021084,338765612,836571971,4.6471,-1.6712
2021085,343883552,865785162,4.8544,-1.4647
2021086,363965626,934781421,4.9651,-1.4345
2021087,335386836,926596691,4.6610,-1.6315
2021088,339080722,932658139,4.7179,-1.5968
2021089,378094626,725193394,4.5486,-1.6985
2021090,340567382,658126685,4.5859,-1.6873
2021091,352636492,697092670,5.0023,-1.4342
2021092,382276564,721827132,4.8430,-1.4877
2021093,346398722,746968208,4.7918,-1.5115
2021094,353340702,819842497,5.0154,-1.4341
2021095,384516464,864489999,4.9545,-1.4346
2021096,349161898,822388985,4.6347,-1.6810
2021097,355020594,637412452,4.5629,-1.6993
2021098,390403928,673059288,4.9353,-1.4348
2021099,353159630,694710436,4.7462,-1.5512
2021100,364068238,711544497,4.7762,-1.5712
2021101,393612094,742311198,4.9281,-1.5087
2021102,357853464,599019763,4.5614,-1.7014
2021103,369736978,664617126,4.9819,-1.4344
2021104,397369092,708465505,5.0356,-1.4636
2021105,357292170,712816451,4.7234,-1.6046
2021106,364122996,738077667,4.8330,-1.5402
2021107,367139964,758280964,4.8042,-1.5551
2021108,339998838,781106313,4.8540,-1.5205
2021109,366715360,810527410,4.8993,-1.4634
2021110,394569218,850654756,4.8709,-1.4499
2021111,358360092,883991506,4.9700,-1.4345
2021112,370338224,797853981,4.5641,-1.6953
2021113,293434838,783403562,4.6555,-1.6393
2021114,337378334,837386111,4.9178,-1.4347
2021115,380172848,851679247,4.8142,-1.5556
2021116,355338790,897877549,5.2513,-1.4326
2021117,358589610,896904658,4.7891,-1.6160
2021118,386079710,923998119,4.8713,-1.5215
2021119,356935346,904876996,4.6386,-1.6410
2021120,355518696,734418962,4.5398,-1.7025
2021121,390361524,751815051,4.7537,-1.5636
2021122,360872924,771249437,4.8720,-1.5342
2021123,366471258,798569016,4.8043,-1.5211
2021124,394848530,823606529,4.8824,-1.5497
2021125,354978672,846489745,4.9182,-1.4965
2021126,358964852,877369730,4.9702,-1.5079
2021127,365976552,877334837,4.8045,-1.6140
2021128,349441520,920399839,5.0963,-1.4336
2021129,365299936,929943762,4.7391,-1.5754
2021130,398037824,914060182,4.6867,-1.6417
2021131,465860738,957547844,4.9968,-1.4653
2021132,490071244,973341811,4.7614,-1.5607
2021133,511607016,994690824,4.8239,-1.5779
2021134,472467398,1015069784,4.9084,-1.5759
2021135,486663630,1118152404,5.0412,-1.4344
2021136,517068910,1148127692,4.7623,-1.5533
2021137,474456734,1127353431,4.6861,-1.6372
2021138,486491502,1065047563,4.6583,-1.6786
2021139,531219172,1090940461,4.8335,-1.5764
2021140,479975520,1066087178,4.6205,-1.6405
2021141,483132724,1099283201,4.9004,-1.5170
2021142,509166454,1142703731,4.8571,-1.5032
2021143,475857912,1002138181,4.6909,-1.6848
2021144,483556078,1036483149,4.8780,-1.4736
2021145,517254362,1064375720,4.8501,-1.5571
2021146,480619582,1107375000,5.0241,-1.4668
2021147,457370132,1099867308,4.7065,-1.6265
2021148,459686850,1117570138,4.7766,-1.5692
2021149,425925826,1140585301,4.8988,-1.5549
2021150,456402254,1022824601,4.6473,-1.6800
2022001,447434510,1079698248,5.1132,-1.4339
2022002,408646714,1091513907,4.7944,-1.5874
2022003,410382612,1108650848,4.7654,-1.5644
2022004,441401912,1091893203,4.7414,-1.6525
2022005,388503758,1156142875,5.1051,-1.4337
2022006,389820756,1172781808,4.7680,-1.5658
2022007,417998504,1254497537,5.1730,-1.4335
2022008,377713752,1295623770,4.9359,-1.4347
2022009,381172430,1375659920,4.8794,-1.4351
2022010,403819420,1396071026,4.8176,-1.5545
2022011,379627650,1445932371,4.9867,-1.4344
2022012,432967098,1457999052,4.7456,-1.5871
2022013,376000418,1526180218,4.9710,-1.4345
2022014,353937416,1544973715,4.7036,-1.5598
2022015,387014176,1541699154,4.7659,-1.6217
2022016,370604868,1515799969,4.6251,-1.6503
2022017,367332144,1541904440,4.8329,-1.5073
2022018,392699896,1612631799,4.9277,-1.4348
2022019,374092592,1587422145,4.6890,-1.6542
2022020,376104336,1660696455,5.2357,-1.4328
2022021,413793268,1653333569,4.9726,-1.6225
2022022,374172850,1651680455,4.7035,-1.6184
2022023,386299738,1667173674,4.8772,-1.5785
2022024,412478136,1733800692,4.9426,-1.4348
2022025,380028752,1800801596,5.0056,-1.4343
2022026,390646552,1820096321,4.8506,-1.5744
2022027,407429120,1850108360,5.0127,-1.4344
2022028,359741624,1854403191,4.6716,-1.6051
2022029,354275468,1840565291,4.7085,-1.6427
2022030,376910184,1797209652,4.8812,-1.6626
2022031,353060708,1696267600,4.5811,-1.6889
2022032,365937174,1723412804,5.1267,-1.5328
2022033,392018786,1724489453,4.7187,-1.6125
2022034,361289854,1729816605,5.0117,-1.6005
2022035,353577746,1736599330,4.7283,-1.5971
2022036,362126634,1760101650,4.8779,-1.5450
2022037,332623306,1812767035,5.0991,-1.4334
2022038,348860576,1841833878,5.0341,-1.4938
2022039,375104494,1873384741,4.8568,-1.4850
2022040,343211044,1832633915,4.6593,-1.6702
2022041,348280000,1878895566,5.2109,-1.4328
2022042,376726628,1885518647,4.7424,-1.6009
2022043,350215018,1883060805,4.9019,-1.6188
2022044,362459788,1872712376,4.7247,-1.6336
2022045,389120778,1885303642,4.7419,-1.5777
2022046,358743356,1901913181,4.8218,-1.5762
2022047,360230056,1833014021,4.6455,-1.6818
2022048,357972850,1882359418,4.9239,-1.4348
2022049,337463590,1949357745,4.3684,-1.4346
2022050,363371278,1916892944,4.6924,-1.6560
2022051,389679034,1951616776,4.9484,-1.4715
2022052,359187786,1997206997,5.1798,-1.4331
2022053,356510652,2046352325,5.0944,-1.4336
2022054,391678014,1941352325,4.5068,-1.7178
2022055,350153658,1971539174,5.0100,-1.4587
2022056,352329270,2004226992,4.8650,-1.5024
2022057,378857894,2045497453,5.0417,-1.4341
2022058,336926030,2046143432,4.7603,-1.6128
2022059,340378840,1985420373,4.6120,-1.6770
2022060,361140396,2044441141,5.0979,-1.4336
2022061,331252342,2089196019,5.1135,-1.4333
2022062,329515310,2113191829,4.9760,-1.5148
2022063,360023818,2036171824,4.5742,-1.6939
2022064,340689068,2025619908,4.8212,-1.6316
2022065,348395414,2051850948,4.8633,-1.4798
2022066,370987262,1900729226,4.5294,-1.7091
2022067,347891686,1899875782,4.7312,-1.6161
2022068,354071622,1911353650,4.7432,-1.5809
2022069,380359658,1839751672,4.5815,-1.6884
2022070,356598990,1847642672,4.7124,-1.5966
2022071,354289328,1866155263,4.8115,-1.5667
2022072,385506202,1879381753,4.8384,-1.5753
2022073,352213628,1902372906,4.8276,-1.5356
2022074,354915638,1928690407,4.8598,-1.5241
2022075,379959636,1946747172,4.9032,-1.5520
2022076,342718328,1930610784,4.7266,-1.6379
2022077,345118818,1909641199,4.6750,-1.6453
2022078,366650644,1919037561,4.8562,-1.5817
2022079,341273762,1982330237,5.1295,-1.4333
2022080,342797508,1986021667,4.7580,-1.6058
2022081,373064250,2018613381,4.8572,-1.4807
2022082,347371994,2063526963,5.0515,-1.4339
2022083,347550570,2040473284,4.6305,-1.6512
2022084,368808592,2055734480,4.8267,-1.5516
2022085,341538762,2041516396,4.7373,-1.6385
2022086,345421240,2050676797,4.9379,-1.5896
2022087,370042706,2038263308,4.6143,-1.6574
2022088,340253450,1970007210,4.6070,-1.6848
2022089,342434670,2006110048,4.9911,-1.4343
2022090,365943774,1985834009,4.6027,-1.6743
2022091,335981918,1983706692,4.6586,-1.6203
2022092,337222664,1927997908,4.6167,-1.6719
2022093,363673578,1991811868,5.1916,-1.4330
2022094,333751422,2024071723,4.8783,-1.4350
2022095,339954958,2028343930,4.8297,-1.6012
2022096,374401638,1824688735,4.7105,-1.6976
2022097,339168020,1876944863,5.1410,-1.4332
2022098,339839938,1853286941,5.0941,-1.6463
2022099,368635154,1867860655,4.7237,-1.5773
2022100,338953236,1869582122,4.8134,-1.6106
2022101,342584116,1742459306,4.6507,-1.6911
2022102,360805992,1772160912,4.8736,-1.5126
2022103,331343836,1753950406,4.6833,-1.6456
2022104,337087306,1704610228,4.6212,-1.6710
2022105,357410590,1747497631,5.0590,-1.4339
2022106,336123528,1800820638,5.2541,-1.4324
2022107,342747048,1794077479,4.6949,-1.6299
2022108,379260702,1790162397,4.6855,-1.6209
2022109,349805376,1811161575,4.9174,-1.5275
2022110,352346658,1836366779,4.7760,-1.5407
2022111,385923798,1901720272,4.9520,-1.4347
2022112,348893862,1937385782,4.8888,-1.4679
2022113,363604180,1991635746,5.0333,-1.4341
2022114,347069064,1986647604,4.6836,-1.6232
2022115,359461828,1849681926,4.5830,-1.7000
2022116,337975208,1923415752,5.0379,-1.4339
2022117,345578024,1901177457,4.6388,-1.6562
2022118,374309728,1910541782,4.7192,-1.5763
2022119,341495720,1899873541,4.6475,-1.6330
2022120,355500194,1742358177,4.6060,-1.6899
2022121,380066114,1769892531,4.9297,-1.5430
2022122,350001646,1677059125,4.5979,-1.6880
2022123,360850820,1693327054,4.6801,-1.5733
2022124,383396494,1740587803,4.9825,-1.4345
2022125,429659904,1762667038,4.7641,-1.5500
2022126,436137344,1807038683,4.9456,-1.4625
2022127,455409958,1869259580,4.9618,-1.4348
2022128,420999886,1889014542,4.7782,-1.5776
2022129,430007836,1908461423,4.8667,-1.5571
2022130,446023212,1689813201,4.5369,-1.7049
2022131,425292626,1640635486,4.6215,-1.6680
2022132,439981994,1698530418,5.0978,-1.4340
2022133,457083562,1713363599,4.7435,-1.5870
2022134,404859714,1728998506,4.9170,-1.5815
2022135,402652460,1733838061,4.7871,-1.6059
2022136,412826960,1678628784,4.6702,-1.6741
2022137,380398430,1696427005,4.7890,-1.5687
2022138,382295872,1744972360,5.0726,-1.4339
2022139,421220444,1751181135,4.6725,-1.6043
2022140,397499610,1702647485,4.5785,-1.6675
2022141,415110854,1674155872,4.7946,-1.6418
2022142,440572602,1636406391,4.6100,-1.6794
2022143,397641696,1612687877,4.7043,-1.6469
2022144,400859910,1615187506,4.9494,-1.6086
2022145,366333090,1651431252,5.1003,-1.4336
2022146,319241960,1643604313,4.6231,-1.6328
2022147,308727648,1587565859,4.6120,-1.6823
2022148,328466772,1596182866,4.9105,-1.5935
2022149,305443962,1619210281,4.9094,-1.5459
2022150,322732470,1613770461,4.6669,-1.6271
2023001,349018800,1631485850,4.8065,-1.5623
2023002,317440920,1652047889,4.7933,-1.5440
2023003,332514694,1656261800,4.7670,-1.6033
2023004,362777504,1670832253,4.7682,-1.5770
2023005,331127174,1726038229,4.9226,-1.4347
2023006,341187596,1711353726,4.7588,-1.6372
2023007,357680590,1745872298,4.8977,-1.4349
2023008,367864780,1753087580,4.7584,-1.5979
2023009,370445322,1812003410,4.8829,-1.4351
2023010,335698884,1813355120,4.6801,-1.6113
2023011,344777252,1790457577,4.6325,-1.6509
2023012,377681908,1776074467,4.6625,-1.6358
2023013,351959204,1832147989,5.0489,-1.4339
2023014,354854954,1855218930,4.8248,-1.5197
2023015,392727530,1840337997,4.6431,-1.6454
2023016,363237418,1890499018,5.0345,-1.4341
2023017,385010210,1912869860,4.7842,-1.5381
2023018,428078014,1996089903,4.8531,-1.4353
2023019,399695170,2024791190,4.9113,-1.5298
2023020,394774502,2083313411,5.0247,-1.4342
2023021,430229092,2042737116,4.6980,-1.6542
2023022,393991274,2109715322,4.9778,-1.4345
2023023,394377912,1904715322,4.5068,-1.7178
2023024,424465912,1857117376,4.6032,-1.6615
2023025,383537242,1861412948,4.7902,-1.6053
2023026,382398740,1865260832,4.8616,-1.6071
2023027,405939502,1887143965,4.8991,-1.5242
2023028,378131048,1940352740,4.9581,-1.4346
2023029,373970632,1968119308,4.8357,-1.5005
2023030,407635670,1984712961,4.9075,-1.5651
2023031,377795536,2031724589,4.8542,-1.4352
2023032,378271328,2004521709,4.6966,-1.6516
2023033,407044870,2042293077,4.8600,-1.4596
2023034,371464196,2074219579,4.8854,-1.4833
2023035,376157550,2075773039,4.8059,-1.6108
2023036,402105258,1993133574,4.5867,-1.6856
2023037,357460864,1956183761,4.7010,-1.6617
2023038,368841578,1948188487,4.7234,-1.6293
2023039,409186858,1976860679,4.8301,-1.4969
2023040,372777348,2006881397,4.8559,-1.4912
2023041,379030400,2049048265,4.9565,-1.4346
2023042,406450374,2044443036,4.6729,-1.6242
2023043,370609676,1996962618,4.6333,-1.6660
2023044,375494004,2012948026,4.8629,-1.5729
2023045,398638950,2001600001,4.6817,-1.6313
2023046,364967218,2028047147,4.8877,-1.4786
2023047,373486114,1990369107,4.5150,-1.7118
2023048,362109840,1949270613,4.6464,-1.6673
2023049,328857030,1961601481,4.7423,-1.5724
2023050,359185180,1975368056,4.7905,-1.5579
2023051,388332454,2041647521,5.0401,-1.4341
2023052,358038114,1998828962,4.6294,-1.6696
2023053,364282626,2004355202,4.6666,-1.6036
2023054,394464450,2012386157,4.6552,-1.5945
2023055,370786668,2076855754,5.1023,-1.4337
2023056,372532958,2067478767,4.7569,-1.6334
2023057,396913794,2012616989,4.6462,-1.6683
2023058,372662796,2029768036,4.9178,-1.4384
2023059,374631364,1922748082,4.6210,-1.6879
2023060,402713176,1949837133,4.9004,-1.5214
2023061,365432766,2002747701,4.9274,-1.4348
2023062,359921314,2083569496,5.0402,-1.4340
2023063,390718820,2130039756,4.9257,-1.4348
2023064,358055754,2081628784,4.6232,-1.6670
2023065,364732942,2102299471,4.8397,-1.5610
2023066,393592226,2060647554,4.6632,-1.6621
2023067,364444632,2103312244,4.8978,-1.4394
2023068,370869162,2178451698,5.0341,-1.4341
2023069,396617204,2216379497,4.9367,-1.4843
2023070,358436376,2298227329,4.4295,-1.4343
2023071,335357710,2261306658,4.6875,-1.6617
2023072,390203400,2257958066,4.6563,-1.6247
2023073,360075550,2285628386,5.0345,-1.4996
2023074,358471886,2310559345,4.8081,-1.4868
2023075,382962350,2313625531,4.7842,-1.6072
2023076,349981630,2322659300,4.8326,-1.5907
2023077,351174612,2334509163,4.7207,-1.5843
2023078,376825490,2250465082,4.6005,-1.6932
2023079,352893610,2047443072,4.5395,-1.7097
2023080,363086950,2052579114,4.9083,-1.6016
2023081,387109286,2080743000,5.1229,-1.5163
2023082,355121956,2056167572,4.6736,-1.6533
2023083,360195880,2071700320,4.7787,-1.5508
2023084,386580634,2103633553,4.9567,-1.4828
2023085,356240472,2125713507,4.8864,-1.5383
2023086,357436118,2121686796,4.7028,-1.6220
2023087,381153750,2137498144,4.7885,-1.5783
2023088,350096092,2115425117,4.6924,-1.6555
2023089,354904960,2063540939,4.6654,-1.6736
2023090,384947064,2090904684,4.9326,-1.4737
2023091,358375594,2110673283,4.9883,-1.5623
2023092,357345052,2139476134,4.9337,-1.5152
2023093,382160878,2202132520,5.2079,-1.4331
2023094,353863692,2190138271,4.9143,-1.6320
2023095,357870744,2125574043,4.5952,-1.6751
2023096,387715200,2146953645,4.8481,-1.5592
2023098,362199042,2118259570,4.6663,-1.6314
2023099,390452378,2086416405,4.8409,-1.6499
2023100,359711540,2031278380,4.6079,-1.6744
2023101,370629284,2081108979,4.9384,-1.4347
2023102,408618502,2075541857,4.7674,-1.6256
2023103,370559376,2132500020,5.0221,-1.4342
2023104,371735912,2183510069,5.0475,-1.4340
2023105,405852212,2246893587,5.1261,-1.4337
2023106,375981944,2266428564,4.8132,-1.5143
2023107,377747376,2284128424,4.7595,-1.5541
2023108,414140392,2257216493,4.6751,-1.6606
2023109,372318810,2303849540,4.8817,-1.4351
2023110,375580258,2339391685,5.0861,-1.4914
2023111,404303630,2374902077,4.9600,-1.4347
2023112,369828352,2367099281,4.7171,-1.6268
2023113,373161172,2374279095,4.8195,-1.5976
2023114,370562742,2371779513,4.7028,-1.6203
2023115,399381218,2367018008,4.7853,-1.6216
2023116,373229184,2358302682,4.6532,-1.6327
2023117,382441836,2344668961,4.6584,-1.6497
2023118,416077564,2354656592,4.6800,-1.5922
2023119,379869478,2404112623,5.1160,-1.4336
2023120,382480862,2372742600,4.6255,-1.6578
2023121,412907242,2394462620,4.8862,-1.5582
2023122,383794308,2396234235,4.7814,-1.6101
2023123,385283048,2392642136,4.7741,-1.6194
2023124,417825112,2400872645,4.7151,-1.5936
2023125,386307316,2449910182,4.9983,-1.4344
2023126,394649530,2481110827,4.8777,-1.5227
2023127,415967168,2483723142,4.7113,-1.6105
2023128,381237932,2503346700,4.7799,-1.5570
2023129,473959588,2553859029,5.0118,-1.4413
2023130,497696868,2644338946,4.9141,-1.4351
2023131,466031504,2691287209,4.9672,-1.4765
2023132,474511672,2639577950,4.6376,-1.6591
2023133,517770956,2625290582,4.6760,-1.6321
2023134,484355844,2554169624,4.6665,-1.6668
2023135,486609550,2481542330,4.6133,-1.6797
2023136,525192790,2438516168,4.6617,-1.6568
2023137,492348152,2467775081,4.8115,-1.5147
2023138,492601986,2548652101,5.1850,-1.4338
2023139,521719600,2599513870,5.0018,-1.4650
2023140,480392100,2606606136,4.8263,-1.6021
2023141,493963074,2628135529,4.7783,-1.5744
2023142,507406422,2715709193,5.0391,-1.4345
2023143,460243432,2625542196,4.6902,-1.6723
2023144,461560620,2624782779,4.7153,-1.6164
2023145,488324570,2658009357,4.8341,-1.5293
2023146,449833942,2661725786,4.7218,-1.6062
2023147,432874498,2678144078,4.8726,-1.5719
2023148,454223900,2527599376,4.5655,-1.6942
2023149,405361488,2575173968,4.9683,-1.4346
2023150,411922624,2599366995,4.8842,-1.5431
2023151,452958034,2626575547,4.9254,-1.5580
2024001,397951464,2653241738,4.8272,-1.5362
2024002,402054502,2540785162,4.6011,-1.6917
2024003,428830208,2538504530,4.7919,-1.6181
2024004,397770990,2543934511,4.7358,-1.6021
2024005,407820678,2593104612,5.0665,-1.4340
2024006,430067550,2606624464,4.8986,-1.5885
2024007,391831746,2644219785,4.8939,-1.4601
2024008,390103204,2680260839,4.9078,-1.4664
2024009,409759128,2725560627,4.9879,-1.4345
2024010,372460178,2773122333,5.1223,-1.4335
2024011,382080084,2729590794,4.5934,-1.6836
2024012,406461312,2765382313,4.9066,-1.5092
2024013,368057096,2740765858,4.6855,-1.6506
2024014,369008560,2771158275,4.9222,-1.5247
2024015,391425990,2799740697,4.7844,-1.5309
2024016,398150146,2182164460,4.7872,-1.7068
2024017,408414594,2249152255,5.0690,-1.4340
2024018,362234554,2255582139,4.7073,-1.6000
2024019,362006810,2240147827,4.6970,-1.6461
2024020,401743532,2292837056,5.1428,-1.4336
2024021,387567590,2303552638,4.7390,-1.5871
2024022,388759926,2211765504,4.5842,-1.6847
2024023,429941270,2249424817,4.9098,-1.4350
2024024,389179240,2259827583,4.7099,-1.5934
2024025,399059370,2283708268,4.9848,-1.5521
2024026,431419382,2274290656,4.6407,-1.6288
2024027,398514350,2297410268,4.7456,-1.5620
2024028,400874276,2284805181,4.6713,-1.6363
2024029,433441094,2369816985,5.0150,-1.4344
2024030,398025748,2432825172,5.1292,-1.4336
2024031,401159328,2337825172,4.5068,-1.7178
2024032,413703736,2337606504,4.8029,-1.6144
2024033,374362318,2373391338,4.9667,-1.4345
2024034,385412112,2343160918,4.6528,-1.6512
2024035,412436132,2285864323,4.5848,-1.6710
2024036,375133272,2277496852,4.6649,-1.6319
2024037,356283280,2327021985,5.0332,-1.4340
2024038,403976694,2387854012,4.9188,-1.4349
2024039,381702830,2381952370,4.7451,-1.6244
2024040,386011398,2403776297,4.7720,-1.5586
2024041,412186810,2126335214,4.5602,-1.7000
2024042,385020364,2209117678,5.3530,-1.4322
2024043,379945476,2195139699,4.7017,-1.6384
2024044,405727312,2217466686,4.8543,-1.5227
2024045,379451774,2197753504,4.6254,-1.6460
2024046,382103034,2226410188,4.8224,-1.5165
2024047,405356264,2162261379,4.8321,-1.6642
2024048,351928312,2179284324,4.8298,-1.5642
2024049,330045974,2211638785,4.9087,-1.4348
2024050,388201440,2207601984,4.7018,-1.6210
2024051,367939562,2178038182,4.6500,-1.6551
2024052,373167274,2202835275,4.8501,-1.5294
2024053,395915432,2170866334,4.6240,-1.6617
2024054,367543408,2201149174,4.8165,-1.4904
2024055,377710122,2281302712,4.9605,-1.4346
2024056,397159810,2300641915,4.8662,-1.5479
2024057,365625592,2240160236,4.5650,-1.6840
2024058,369285740,2296535377,5.0404,-1.4340
2024059,390426128,2319757937,4.8332,-1.5349
2024060,358843202,2326589163,4.7834,-1.5986
2024061,364421040,2363723406,4.9361,-1.4347
2024062,390275626,2401489046,5.0277,-1.4586
2024063,362508790,2404350858,4.6932,-1.6088
2024064,365056746,2335560971,4.5874,-1.6821
2024065,373231796,2343254145,4.7142,-1.5989
2024066,348630430,2318622744,4.6996,-1.6460
2024067,359572106,2339018162,4.8773,-1.5540
2024068,382798116,2248589639,4.6001,-1.6890
2024069,349312006,2231662700,4.7124,-1.6433
2024070,355743106,2246917307,4.8673,-1.5746
2024071,377739850,2254015200,4.8014,-1.6008
2024072,342963952,2329358625,4.4410,-1.4342
2024073,351823400,2354261205,4.7921,-1.4871
2024074,375016018,2356767829,4.7322,-1.6042
2024075,345694980,2313225143,4.6106,-1.6645
2024076,348856354,2372414911,5.0632,-1.4338
2024077,369020954,2382512560,4.7926,-1.5729
2024078,342123330,2329005428,4.6106,-1.6793
2024079,351442404,2323420019,4.6456,-1.6263
2024080,375983952,2334815017,4.7405,-1.5886
2024081,351219750,2339593701,4.6592,-1.6060
2024082,350123408,2383370581,5.0178,-1.4341
2024083,378567992,2404993508,4.8946,-1.5583
2024084,347931710,2441854586,4.9985,-1.4623
2024085,345948072,2483142282,5.0144,-1.4441
2024086,369996636,2515631484,5.0729,-1.4338
2024087,346836290,2257713590,4.6236,-1.7042
2024088,354401976,2291698840,4.9176,-1.4348
2024089,380044140,2285367632,4.7179,-1.6253
2024090,350631612,2300572454,4.8762,-1.5691
2024091,356693206,2364340809,5.0525,-1.4339
2024092,370253242,2335461640,4.6296,-1.6571
2024093,348127806,2371195097,4.9283,-1.4347
2024094,350072302,2086195097,4.5068,-1.7178
2024095,385134230,2028443682,4.5873,-1.6846
2024096,352522568,2065127017,4.8905,-1.4350
2024097,354395754,2114497370,5.3438,-1.4319
2024098,381156802,2127859521,4.7661,-1.5840
2024099,344108040,2134776394,4.8372,-1.5980
2024100,348781408,2171115625,5.0208,-1.4341
2024101,374345806,2152170943,4.7037,-1.6497
2024102,344796788,2175308161,4.7933,-1.5196
2024103,346931426,2191849007,4.8359,-1.5715
2024104,373660982,2184380821,4.6685,-1.6301
2024105,342083742,2203602195,4.9755,-1.5474
2024106,347018184,2207462227,4.7204,-1.6073
2024107,354933898,2142473782,4.6372,-1.6886
2024108,323582976,2140826873,4.7063,-1.6187
2024109,343699030,2143362495,4.8641,-1.6077
2024110,368550846,2181209099,5.1022,-1.4336
2024111,339434250,2179758898,4.7174,-1.6171
2024112,348744958,2182909574,4.7252,-1.6073
2024113,377101508,2241743848,5.0827,-1.4338
2024114,354097454,2267175046,4.7766,-1.5277
2024115,341744330,2137644946,4.5461,-1.7067
2024116,352746618,2192343800,5.1032,-1.4335
2024117,376451952,2223422878,4.9377,-1.4547
2024118,342882326,2257480299,5.0992,-1.4730
2024119,343140726,2308462079,5.1404,-1.4332
2024120,364140764,2266839986,4.6176,-1.6717
2024121,341159894,2256645443,4.8687,-1.6307
2024122,352551896,2257311684,4.6912,-1.6133
2024123,375813786,2276426310,4.9082,-1.5576
2024124,346613892,2296856893,4.9036,-1.5091
2024125,351905686,2302578322,4.6640,-1.6019
2024126,473613616,2326364768,5.0210,-1.5525
2024127,438566712,2375510386,4.9534,-1.4348
2024128,445426800,2453113294,5.0173,-1.4344
2024129,479114118,2441971585,4.8108,-1.6284
2024130,439889754,2477625267,4.9155,-1.5327
2024131,435463406,2463553435,4.6844,-1.6339
2024132,471463176,2503891643,5.0534,-1.4757
2024133,432267736,2467409931,4.7913,-1.6481
